node_start,node_end,weight
South Africa,British Virgin Islands,188.5
South Africa,Canada,1.0
South Africa,Cayman Islands,8.0
South Africa,China,7.0
South Africa,Cyprus,6.0
South Africa,Hong Kong,15.0
South Africa,Isle of Man,8.0
South Africa,Jersey,3.0
South Africa,Niue,14.0
South Africa,Panama,76.0
South Africa,Russia,14.0
South Africa,Saint Kitts and Nevis,2.0
South Africa,Samoa,1.5
South Africa,Seychelles,1.0
South Africa,Singapore,1.0
South Africa,United Arab Emirates,1.0
South Africa,United Kingdom,16.0
South Africa,United States,4.0
South Korea,Austria,1.0
South Korea,Barbados,2.0
South Korea,Bermuda,6.0
South Korea,British Virgin Islands,150.0
South Korea,Canada,5.0
South Korea,Cayman Islands,3.5
South Korea,China,8.0
South Korea,Cyprus,3.0
South Korea,Hong Kong,46.0
South Korea,Ireland,10.0
South Korea,Latvia,6.0
South Korea,Luxembourg,2.0
South Korea,Mauritius,1.0
South Korea,Netherlands,1.0
South Korea,Panama,23.0
South Korea,Russia,19.0
South Korea,Saint Kitts and Nevis,2.0
South Korea,Samoa,1.5
South Korea,Seychelles,13.0
South Korea,Singapore,1.0
South Korea,Switzerland,1.0
South Korea,United Arab Emirates,2.0
South Korea,United Kingdom,49.0
South Korea,United States,7.0
Spain,Bahamas,326.0
Spain,Barbados,26.0
Spain,Bermuda,8.0
Spain,British Anguilla,6.0
Spain,British Virgin Islands,425.5
Spain,Canada,3.0
Spain,Cayman Islands,8.0
Spain,China,5.0
Spain,Cook Islands,2.0
Spain,Cyprus,3.0
Spain,Germany,1.0
Spain,Hong Kong,14.5
Spain,Ireland,4.0
Spain,Jersey,3.0
Spain,Nevada,16.0
Spain,Niue,372.0
Spain,Panama,1090.0
Spain,Russia,6.0
Spain,Saint Kitts and Nevis,6.0
Spain,Samoa,76.0
Spain,Seychelles,77.0
Spain,Singapore,1.0
Spain,Switzerland,2.0
Spain,United Arab Emirates,1.0
Spain,United Kingdom,13.0
Spain,United States,6.0
Spain,Uruguay,6.0
Sri Lanka,British Virgin Islands,42.5
Sri Lanka,Canada,2.0
Sri Lanka,China,3.0
Sri Lanka,Cyprus,2.0
Sri Lanka,Hong Kong,6.0
Sri Lanka,Jersey,2.0
Sri Lanka,Latvia,2.0
Sri Lanka,Panama,4.0
Sri Lanka,Russia,8.0
Sri Lanka,Saint Kitts and Nevis,1.0
Sri Lanka,Seychelles,1.0
Sri Lanka,Singapore,2.0
Sri Lanka,United Kingdom,11.0
Sri Lanka,United States,3.0
Sudan,Panama,2.0
Suriname,Barbados,4.0
Suriname,British Virgin Islands,1.0
Suriname,Panama,1.0
Suriname,Saint Kitts and Nevis,1.0
Sweden,Antigua and Barbuda,2.0
Sweden,Bahamas,44.0
Sweden,Barbados,2.0
Sweden,Bermuda,34.0
Sweden,British Virgin Islands,74.0
Sweden,China,3.0
Sweden,Cyprus,2.0
Sweden,Hong Kong,21.0
Sweden,Ireland,4.0
Sweden,Jersey,1.0
Sweden,Niue,6.0
Sweden,Panama,20.0
Sweden,Russia,9.0
Sweden,Seychelles,4.0
Sweden,Singapore,1.0
Sweden,South Africa,1.0
Sweden,Ukraine,1.0
Sweden,United Arab Emirates,1.0
Sweden,United Kingdom,9.0
Sweden,United States,4.0
Switzerland,Antigua and Barbuda,1.0
Switzerland,Austria,1.0
Switzerland,Bahamas,4254.0
Switzerland,Barbados,16.0
Switzerland,Belize,9.0
Switzerland,Bermuda,192.0
Switzerland,British Anguilla,192.0
Switzerland,British Virgin Islands,39766.5
Switzerland,Canada,9.0
Switzerland,Cayman Islands,85.0
Switzerland,China,14.0
Switzerland,Cook Islands,6.0
Switzerland,Croatia,1.0
Switzerland,Cyprus,37.0
Switzerland,Grenada,2.0
Switzerland,Hong Kong,142.0
Switzerland,Ireland,20.0
Switzerland,Isle of Man,2.0
Switzerland,Jersey,3.0
Switzerland,Latvia,6.0
Switzerland,Luxembourg,1.0
Switzerland,Malta,3.0
Switzerland,Mauritius,12.0
Switzerland,Nevada,298.0
Switzerland,Niue,4148.0
Switzerland,Panama,23216.0
Switzerland,Russia,46.0
Switzerland,Saint Kitts and Nevis,2.0
Switzerland,Samoa,1093.0
Switzerland,Seychelles,3267.5
Switzerland,Singapore,17.5
Switzerland,United Arab Emirates,6.0
Switzerland,United Kingdom,96.0
Switzerland,United States,20.0
Switzerland,Uruguay,4.0
Syria,Bahamas,4.0
Syria,British Virgin Islands,9.5
Syria,China,1.0
Syria,Hong Kong,1.0
Syria,Panama,6.0
Syria,Russia,1.0
Syria,United Kingdom,2.0
Syria,United States,1.0
Taiwan,Antigua and Barbuda,51.0
Taiwan,Australia,1.0
Taiwan,Austria,18.0
Taiwan,Bahamas,486.0
Taiwan,Belarus,10.0
Taiwan,Belize,31.0
Taiwan,Bermuda,48.0
Taiwan,British Anguilla,2.0
Taiwan,British Virgin Islands,15735.0
Taiwan,Canada,347.0
Taiwan,Cayman Islands,48.0
Taiwan,China,497.0
Taiwan,Cook Islands,7.0
Taiwan,Curaçao,8.0
Taiwan,Cyprus,841.5
Taiwan,Czech Republic,11.0
Taiwan,France,1.0
Taiwan,Georgia,1.0
Taiwan,Germany,9.0
Taiwan,Gibraltar,15.0
Taiwan,Hong Kong,3723.0
Taiwan,Ireland,736.0
Taiwan,Israel,3.0
Taiwan,Japan,2.0
Taiwan,Jersey,70.0
Taiwan,Kuwait,1.0
Taiwan,Labuan,1.0
Taiwan,Latvia,337.0
Taiwan,Luxembourg,97.0
Taiwan,Malaysia,3.5
Taiwan,Malta,31.0
Taiwan,Mauritius,28.5
Taiwan,Mexico,1.0
Taiwan,Netherlands,31.0
Taiwan,Nevada,8.0
Taiwan,Niue,464.0
Taiwan,Panama,1749.5
Taiwan,Russia,2662.0
Taiwan,Saint Kitts and Nevis,260.0
Taiwan,Samoa,558.5
Taiwan,Serbia,1.0
Taiwan,Seychelles,579.5
Taiwan,Singapore,146.5
Taiwan,South Africa,2.0
Taiwan,Spain,2.0
Taiwan,Sweden,12.0
Taiwan,Switzerland,53.0
Taiwan,Turks and Caicos Islands,7.0
Taiwan,Ukraine,32.0
Taiwan,United Arab Emirates,206.0
Taiwan,United Kingdom,3858.0
Taiwan,United States,1088.0
Taiwan,Vanuatu,1.0
Tajikistan,British Virgin Islands,1.0
Tajikistan,Canada,1.0
Tajikistan,Hong Kong,2.0
Tajikistan,Saint Kitts and Nevis,1.0
Tajikistan,United Kingdom,1.0
Tanzania,British Virgin Islands,10.0
Tanzania,Canada,1.0
Tanzania,China,1.0
Tanzania,Hong Kong,3.0
Tanzania,Panama,3.0
Tanzania,Russia,1.0
Tanzania,United Arab Emirates,1.0
Tanzania,United States,1.0
Thailand,Bahamas,50.0
Thailand,Belize,2.0
Thailand,Bermuda,16.0
Thailand,British Anguilla,6.0
Thailand,British Virgin Islands,1863.5
Thailand,Canada,14.0
Thailand,Cayman Islands,7.0
Thailand,China,17.0
Thailand,Cook Islands,0.5
Thailand,Cyprus,38.0
Thailand,Czech Republic,2.0
Thailand,Gibraltar,1.0
Thailand,Hong Kong,161.0
Thailand,Ireland,40.0
Thailand,Japan,1.0
Thailand,Jersey,5.0
Thailand,Latvia,10.0
Thailand,Luxembourg,4.0
Thailand,Netherlands,3.0
Thailand,Nevada,34.0
Thailand,Niue,14.0
Thailand,Panama,100.0
Thailand,Philippines,1.0
Thailand,Russia,115.0
Thailand,Saint Kitts and Nevis,7.0
Thailand,Samoa,35.0
Thailand,Seychelles,530.0
Thailand,Singapore,7.5
Thailand,Sweden,2.0
Thailand,Switzerland,1.0
Thailand,Ukraine,1.0
Thailand,United Arab Emirates,12.0
Thailand,United Kingdom,184.0
Thailand,United States,43.0
Tonga,British Virgin Islands,10.0
Tonga,Canada,1.0
Tonga,China,1.0
Tonga,Curaçao,1.0
Tonga,Hong Kong,1.0
Tonga,Panama,1.0
Tonga,Russia,5.0
Tonga,Saint Kitts and Nevis,1.0
Tonga,United Arab Emirates,1.0
Tonga,United Kingdom,4.0
Trinidad and Tobago,Barbados,146.0
Trinidad and Tobago,British Virgin Islands,12.0
Trinidad and Tobago,Hong Kong,1.0
Trinidad and Tobago,Panama,2.0
Trinidad and Tobago,Russia,1.0
Trinidad and Tobago,United Kingdom,1.0
Tunisia,British Virgin Islands,6.0
Tunisia,Panama,2.0
Turkey,Bahamas,6.0
Turkey,Bermuda,2.0
Turkey,British Virgin Islands,169.5
Turkey,Canada,3.0
Turkey,China,4.0
Turkey,Hong Kong,6.0
Turkey,Ireland,2.0
Turkey,Niue,12.0
Turkey,Panama,41.0
Turkey,Russia,6.0
Turkey,Saint Kitts and Nevis,1.0
Turkey,Samoa,2.0
Turkey,Seychelles,5.0
Turkey,United Kingdom,3.0
Turkey,United States,2.0
Turkmenistan,British Virgin Islands,9.0
Turkmenistan,China,1.0
Turkmenistan,Hong Kong,3.0
Turkmenistan,Panama,2.0
Turkmenistan,Russia,3.0
Turkmenistan,United Kingdom,2.0
Turks and Caicos Islands,Bahamas,10.0
Turks and Caicos Islands,Barbados,96.0
Turks and Caicos Islands,Bermuda,2.0
Turks and Caicos Islands,British Virgin Islands,24.0
Turks and Caicos Islands,Canada,1.0
Turks and Caicos Islands,China,1.0
Turks and Caicos Islands,Cook Islands,0.5
Turks and Caicos Islands,Cyprus,2.0
Turks and Caicos Islands,Hong Kong,4.0
Turks and Caicos Islands,Ireland,2.0
Turks and Caicos Islands,Luxembourg,1.0
Turks and Caicos Islands,Panama,6.0
Turks and Caicos Islands,Russia,6.0
Turks and Caicos Islands,Saint Kitts and Nevis,1.0
Turks and Caicos Islands,Seychelles,2.0
Turks and Caicos Islands,Switzerland,1.0
Turks and Caicos Islands,United Kingdom,3.0
Turks and Caicos Islands,United States,2.0
US Virgin Islands,Antigua and Barbuda,4.0
US Virgin Islands,Bahamas,4.0
US Virgin Islands,Barbados,6.0
US Virgin Islands,Belize,1.0
US Virgin Islands,British Virgin Islands,449.5
US Virgin Islands,Canada,15.0
US Virgin Islands,China,44.0
US Virgin Islands,Croatia,1.0
US Virgin Islands,Curaçao,1.0
US Virgin Islands,Cyprus,29.0
US Virgin Islands,Czech Republic,2.0
US Virgin Islands,Hong Kong,134.0
US Virgin Islands,Ireland,28.0
US Virgin Islands,Jersey,2.0
US Virgin Islands,Latvia,10.0
US Virgin Islands,Luxembourg,1.0
US Virgin Islands,Malta,1.0
US Virgin Islands,Netherlands,1.0
US Virgin Islands,Panama,49.0
US Virgin Islands,Russia,93.0
US Virgin Islands,Saint Kitts and Nevis,11.0
US Virgin Islands,Samoa,3.0
US Virgin Islands,Seychelles,11.0
US Virgin Islands,Singapore,4.5
US Virgin Islands,South Africa,1.0
US Virgin Islands,Sweden,2.0
US Virgin Islands,Switzerland,2.0
US Virgin Islands,US Virgin Islands,2.0
US Virgin Islands,United Arab Emirates,6.0
US Virgin Islands,United Kingdom,126.0
US Virgin Islands,United States,34.0
Uganda,British Virgin Islands,2.0
Ukraine,Antigua and Barbuda,1.0
Ukraine,Bahamas,164.0
Ukraine,Bermuda,6.0
Ukraine,British Anguilla,2.0
Ukraine,British Virgin Islands,422.5
Ukraine,Canada,3.0
Ukraine,China,19.0
Ukraine,Cook Islands,0.5
Ukraine,Cyprus,3.0
Ukraine,Germany,1.0
Ukraine,Hong Kong,30.0
Ukraine,Ireland,8.0
Ukraine,Jersey,1.0
Ukraine,Latvia,1.0
Ukraine,Luxembourg,1.0
Ukraine,Niue,4.0
Ukraine,Panama,80.0
Ukraine,Russia,32.0
Ukraine,Saint Kitts and Nevis,2.0
Ukraine,Samoa,3.0
Ukraine,Seychelles,15.5
Ukraine,United Kingdom,35.0
Ukraine,United States,8.0
United Arab Emirates,Antigua and Barbuda,2.0
United Arab Emirates,Australia,1.0
United Arab Emirates,Bahamas,1296.0
United Arab Emirates,Barbados,2.0
United Arab Emirates,Belize,2.0
United Arab Emirates,Bermuda,14.0
United Arab Emirates,British Anguilla,484.0
United Arab Emirates,British Virgin Islands,7374.0
United Arab Emirates,Canada,11.0
United Arab Emirates,Cayman Islands,18.0
United Arab Emirates,China,38.0
United Arab Emirates,Cook Islands,1.0
United Arab Emirates,Cyprus,11.0
United Arab Emirates,Czech Republic,1.0
United Arab Emirates,Dubai,4.0
United Arab Emirates,Gibraltar,1.0
United Arab Emirates,Hong Kong,102.0
United Arab Emirates,Ireland,22.0
United Arab Emirates,Isle of Man,4.0
United Arab Emirates,Jersey,1.0
United Arab Emirates,Latvia,9.0
United Arab Emirates,Luxembourg,2.0
United Arab Emirates,Mauritius,2.0
United Arab Emirates,Nevada,2.0
United Arab Emirates,Niue,272.0
United Arab Emirates,Panama,1870.0
United Arab Emirates,Russia,68.0
United Arab Emirates,Saint Kitts and Nevis,6.0
United Arab Emirates,Saint Vincent and the Grenadines,4.0
United Arab Emirates,Samoa,112.0
United Arab Emirates,Seychelles,3505.5
United Arab Emirates,Singapore,3.0
United Arab Emirates,Sweden,2.0
United Arab Emirates,Switzerland,3.0
United Arab Emirates,Thailand,1.0
United Arab Emirates,Ukraine,1.0
United Arab Emirates,United Kingdom,87.0
United Arab Emirates,United States,25.0
United Kingdom,Antigua and Barbuda,2.0
United Kingdom,Bahamas,2641.0
United Kingdom,Barbados,280.0
United Kingdom,Belize,8.0
United Kingdom,Bermuda,432.0
United Kingdom,British Anguilla,62.0
United Kingdom,British Virgin Islands,11652.0
United Kingdom,Canada,14.0
United Kingdom,Cayman Islands,172.0
United Kingdom,China,67.0
United Kingdom,Cook Islands,2.5
United Kingdom,Cyprus,40.0
United Kingdom,Czech Republic,2.0
United Kingdom,Grenada,2.0
United Kingdom,Guernsey,16.0
United Kingdom,Hong Kong,172.5
United Kingdom,Ireland,46.0
United Kingdom,Isle of Man,208.0
United Kingdom,Israel,1.0
United Kingdom,Jersey,15.0
United Kingdom,Labuan,1.0
United Kingdom,Latvia,7.0
United Kingdom,Luxembourg,2.0
United Kingdom,Malaysia,3.0
United Kingdom,Malta,12.0
United Kingdom,Mauritius,2.0
United Kingdom,Mexico,1.0
United Kingdom,Netherlands,1.0
United Kingdom,Nevada,30.0
United Kingdom,Niue,1482.0
United Kingdom,Panama,3398.0
United Kingdom,Russia,139.0
United Kingdom,Saint Kitts and Nevis,10.0
United Kingdom,Samoa,108.0
United Kingdom,Seychelles,630.5
United Kingdom,Singapore,19.0
United Kingdom,State of Delaware,4.0
United Kingdom,Sweden,2.0
United Kingdom,Switzerland,2.0
United Kingdom,Taiwan,1.0
United Kingdom,Ukraine,1.0
United Kingdom,United Arab Emirates,6.0
United Kingdom,United States,55.0
United Kingdom,Wyoming,2.0
United States,Antigua and Barbuda,14.0
United States,Austria,2.0
United States,Bahamas,806.0
United States,Barbados,490.0
United States,Belarus,1.0
United States,Belize,19.0
United States,Bermuda,1758.0
United States,British Anguilla,64.0
United States,British Virgin Islands,6425.0
United States,Canada,81.0
United States,Cayman Islands,978.0
United States,China,133.0
United States,Cook Islands,81.0
United States,Curaçao,2.0
United States,Cyprus,184.0
United States,Czech Republic,3.0
United States,Germany,2.0
United States,Gibraltar,5.0
United States,Grenada,1.0
United States,Hong Kong,983.5
United States,Indonesia,2.0
United States,Ireland,184.0
United States,Isle of Man,54.0
United States,Israel,4.0
United States,Jersey,22.0
United States,Kuwait,1.0
United States,Labuan,3.5
United States,Latvia,69.0
United States,Luxembourg,20.0
United States,Malaysia,7.0
United States,Malta,7.0
United States,Marshall Islands,1.5
United States,Mauritius,16.0
United States,Mexico,1.0
United States,Netherlands,9.0
United States,Nevada,192.0
United States,New Zealand,3.0
United States,Niue,172.0
United States,Panama,1892.0
United States,Russia,588.0
United States,Saint Kitts and Nevis,81.0
United States,Saint Lucia,1.5
United States,Samoa,79.0
United States,Seychelles,215.0
United States,Singapore,48.5
United States,South Africa,2.0
United States,State of Delaware,124.0
United States,Sweden,7.0
United States,Switzerland,12.0
United States,Taiwan,3.0
United States,Turks and Caicos Islands,1.0
United States,Ukraine,10.0
United States,United Arab Emirates,47.0
United States,United Kingdom,904.0
United States,Vanuatu,2.5
Uruguay,Bahamas,634.0
Uruguay,Belize,9.0
Uruguay,British Anguilla,134.0
Uruguay,British Virgin Islands,2944.0
Uruguay,China,1.0
Uruguay,Costa Rica,16.0
Uruguay,Cyprus,4.0
Uruguay,Hong Kong,15.0
Uruguay,Ireland,3.0
Uruguay,Malta,2.0
Uruguay,Nevada,136.0
Uruguay,Niue,216.0
Uruguay,Panama,5307.0
Uruguay,Russia,1.0
Uruguay,Saint Kitts and Nevis,2.0
Uruguay,Samoa,18.0
Uruguay,Seychelles,352.0
Uruguay,United Kingdom,6.0
Uruguay,United States,1.0
Uruguay,Wyoming,14.0
Uzbekistan,Belize,2.0
Uzbekistan,British Virgin Islands,33.0
Uzbekistan,China,4.0
Uzbekistan,Hong Kong,9.0
Uzbekistan,Ireland,1.0
Uzbekistan,Panama,4.0
Uzbekistan,Russia,6.0
Uzbekistan,United Arab Emirates,1.0
Uzbekistan,United Kingdom,6.0
Uzbekistan,United States,2.0
Vanuatu,Antigua and Barbuda,1.0
Vanuatu,British Virgin Islands,41.0
Vanuatu,Canada,1.0
Vanuatu,China,4.0
Vanuatu,Cook Islands,2.0
Vanuatu,Hong Kong,9.0
Vanuatu,Ireland,1.0
Vanuatu,Panama,6.0
Vanuatu,Russia,4.0
Vanuatu,Seychelles,1.0
Vanuatu,Singapore,1.0
Vanuatu,United Kingdom,12.0
Vanuatu,United States,5.0
Venezuela,Antigua and Barbuda,1.0
Venezuela,Bahamas,36.0
Venezuela,Barbados,20.0
Venezuela,Belize,16.0
Venezuela,Bermuda,6.0
Venezuela,British Anguilla,48.0
Venezuela,British Virgin Islands,372.5
Venezuela,Canada,6.0
Venezuela,Cayman Islands,6.0
Venezuela,China,8.0
Venezuela,Cyprus,7.0
Venezuela,Czech Republic,1.0
Venezuela,Hong Kong,55.0
Venezuela,Ireland,9.0
Venezuela,Jersey,2.0
Venezuela,Latvia,8.0
Venezuela,Nevada,26.0
Venezuela,Niue,6.0
Venezuela,Panama,1064.0
Venezuela,Russia,23.0
Venezuela,Saint Kitts and Nevis,1.0
Venezuela,Samoa,4.0
Venezuela,Seychelles,50.0
Venezuela,Singapore,2.0
Venezuela,Sweden,1.0
Venezuela,Switzerland,1.0
Venezuela,Ukraine,1.0
Venezuela,United Arab Emirates,2.0
Venezuela,United Kingdom,45.0
Venezuela,United States,13.0
Venezuela,Uruguay,4.0
Vietnam,Austria,1.0
Vietnam,Bahamas,4.0
Vietnam,British Virgin Islands,101.0
Vietnam,Canada,1.0
Vietnam,Cayman Islands,22.0
Vietnam,China,4.0
Vietnam,Cook Islands,2.0
Vietnam,Cyprus,8.0
Vietnam,Hong Kong,13.5
Vietnam,Ireland,1.0
Vietnam,Latvia,1.0
Vietnam,Luxembourg,1.0
Vietnam,Mauritius,3.0
Vietnam,Panama,14.0
Vietnam,Russia,13.0
Vietnam,Saint Kitts and Nevis,1.0
Vietnam,Seychelles,7.0
Vietnam,Singapore,1.0
Vietnam,Ukraine,1.0
Vietnam,United Arab Emirates,1.0
Vietnam,United Kingdom,25.0
Vietnam,United States,8.0
Yemen,Panama,2.0
Zambia,British Virgin Islands,4.0
Zimbabwe,British Virgin Islands,15.0
Zimbabwe,Hong Kong,3.0
Zimbabwe,Jersey,1.0
Zimbabwe,Panama,6.0
Zimbabwe,Russia,2.0
Zimbabwe,United States,1.0
